longitude,latitude,median_house_value,population
-118.29,34.08,212500,2795
-118.3,34.08,225000,1774
-118.3,34.08,258300,3646
-118.29,34.08,173900,2635
-118.29,34.08,137500,445
-118.37,34.12,500001,843
-118.36,34.12,500001,1468
-118.35,34.11,500001,2701
-118.36,34.11,500001,1361
-118.38,34.11,416700,870
-118.37,34.11,500001,1863
-118.36,34.1,500001,1129
-118.37,34.1,500001,100
-118.38,34.1,500001,975
-118.39,34.1,500001,1776
-118.39,34.09,500001,230
-118.36,34.09,355300,1061
-118.36,34.08,367100,1557
-118.37,34.08,374100,1258
-118.37,34.08,300000,1224
-118.37,34.09,500001,1059
-118.36,34.08,397900,1265
-118.37,34.08,393600,600
-118.37,34.08,423700,543
-118.26,34.1,318600,1421
-118.26,34.1,350000,689
-118.27,34.1,421600,1082
-118.27,34.1,412700,1364
-118.27,34.11,306800,1859
-118.28,34.11,352100,514
-118.28,34.11,397500,775
-118.28,34.11,360500,787
-118.28,34.1,324000,1227
-118.27,34.1,304600,793
-118.28,34.1,210900,1066
-118.28,34.1,200000,633
-118.28,34.1,217300,2004
-118.27,34.09,344800,589
-118.27,34.09,268800,1559
-118.28,34.09,196500,1480
-118.27,34.09,252300,1048
-118.26,34.09,278800,669
-118.26,34.09,241400,2652
-118.27,34.09,230800,439
-118.27,34.09,225000,1783
-118.26,34.08,166700,994
-118.26,34.08,203300,1069
-118.26,34.08,187500,910
-118.27,34.08,198800,1016
-118.26,34.07,170500,2823
-118.26,34.07,187500,673
-118.27,34.07,160000,1795
-118.27,34.08,157500,2899
-118.27,34.08,184300,2587
-118.28,34.08,200000,982
-118.28,34.08,203100,2328
-118.27,34.08,185000,658
-118.27,34.07,170800,1692
-118.28,34.08,182000,1454
-118.28,34.09,228800,938
-118.28,34.08,213500,1934
-118.28,34.08,169100,1568
-118.28,34.09,219200,2862
-118.23,34.07,156300,1586
-118.23,34.07,143800,397
-118.24,34.08,187500,86
-118.24,34.08,137500,65
-118.23,34.09,136100,913
-118.23,34.09,150000,1500
-118.23,34.09,155500,1680
-118.25,34.09,210000,957
-118.25,34.09,241700,32
-118.25,34.08,200000,1121
-118.25,34.08,169200,2104
-118.25,34.09,174300,1919
-118.25,34.09,189400,1211
-118.26,34.08,166700,2183
-118.26,34.08,167800,1992
-118.25,34.09,189800,1728
-118.26,34.08,179200,2699
-118.26,34.07,181700,2371
-118.26,34.07,232100,701
-118.25,34.07,217900,2033
-118.25,34.07,175000,1275
-118.25,34.06,225000,87
-118.24,34.07,137500,249
-118.25,34.07,192500,4332
-118.25,34.07,133300,801
-118.22,34.09,150000,970
-118.22,34.08,154200,573
-118.22,34.08,152100,2105
-118.19,34.08,115500,1055
-118.2,34.08,114000,1405
-118.2,34.07,139600,1688
-118.2,34.07,159600,2203
-118.21,34.08,133900,1347
-118.21,34.08,173200,3163
-118.2,34.09,138200,1668
-118.2,34.08,126000,1699
-118.19,34.1,213000,1205
-118.21,34.08,153000,3062
-118.21,34.09,138500,1171
-118.21,34.09,144200,1780
-118.21,34.09,159200,1961
-118.22,34.07,145800,2059
-118.22,34.07,158300,1079
-118.21,34.07,160200,1198
-118.21,34.07,167200,1848
-118.21,34.07,191700,1452
-118.21,34.07,153100,1486
-118.21,34.07,168800,1312
-118.21,34.06,147500,1580
-118.16,34.09,170800,2881
-118.17,34.1,142500,2484
-118.17,34.1,145800,318
-118.17,34.09,153800,1069
-118.18,34.09,148800,2747
-118.18,34.09,184900,1605
-118.19,34.09,144200,2043
-118.18,34.1,200400,921
-118.18,34.1,166700,763
-118.18,34.1,153100,1215
-118.18,34.1,230900,435
-118.18,34.08,129300,2230
-118.19,34.08,139500,1487
-118.19,34.07,166300,2128
-118.19,34.07,169600,1152
-118.19,34.06,163100,1133
-118.16,34.09,175000,1345
-118.16,34.09,162100,1093
-118.17,34.09,156500,3097
-118.17,34.09,146600,3212
-118.18,34.08,135500,1164
-118.18,34.08,151900,1475
-118.16,34.08,144600,1338
-118.17,34.08,158500,731
-118.17,34.08,147500,936
-118.18,34.07,156000,2218
-118.17,34.07,150000,1510
-118.16,34.07,135700,925
-118.17,34.07,148500,814
-118.18,34.06,148600,2189
-118.19,34.06,137500,748
-118.19,34.06,93800,3020
-118.2,34.06,112500,533
-118.2,34.06,111800,1441
-118.2,34.05,137500,728
-118.19,34.05,133600,1435
-118.2,34.05,142800,2883
-118.19,34.05,125000,276
-118.2,34.06,109400,401
-118.21,34.06,156800,1152
-118.22,34.06,112500,41
-118.22,34.05,137500,1668
-118.21,34.06,109100,434
-118.22,34.06,153100,1132
-118.22,34.05,155000,928
-118.22,34.05,157100,1640
-118.21,34.05,129200,694
-118.21,34.05,131900,1358
-118.21,34.05,136400,1485
-118.21,34.05,144000,2868
-118.2,34.05,141700,1279
-118.2,34.05,121900,1354
-118.2,34.05,117200,1085
-118.2,34.05,147200,2490
-118.2,34.05,150000,1887
-118.19,34.05,127900,1084
-118.19,34.05,124300,1178
-118.2,34.05,121800,1526
-118.19,34.04,134900,1194
-118.19,34.04,150000,1322
-118.19,34.03,136700,1036
-118.19,34.03,142600,851
-118.2,34.04,136300,1223
-118.2,34.04,127600,1629
-118.2,34.03,122800,1849
-118.2,34.04,143800,1419
-118.2,34.04,147200,2003
-118.2,34.04,125000,1998
-118.2,34.04,135400,547
-118.21,34.04,135300,2097
-118.21,34.04,165000,881
-118.21,34.04,148400,1557
-118.21,34.05,151600,3199
-118.21,34.04,155000,1153
-118.22,34.05,139300,1667
-118.21,34.05,114300,930
-118.22,34.04,141700,1417
-118.22,34.05,115600,1598
-118.22,34.04,115000,2468
-118.21,34.04,152500,1844
-118.21,34.04,139600,1499
-118.22,34.03,139600,888
-118.21,34.03,141800,1893
-118.21,34.03,141100,1718
-118.21,34.03,146300,547
-118.21,34.03,145000,872
-118.2,34.03,135200,1150
-118.2,34.02,146000,1411
-118.2,34.03,135200,813
-118.2,34.03,140800,1776
-118.2,34.03,140600,730
-118.21,34.02,129700,872
-118.19,34.02,144800,3260
-118.2,34.02,130700,2419
-118.2,34.02,175000,35
-118.2,34.02,126600,548
-118.21,34.02,67500,55
-118.21,34.02,133300,2123
-118.23,34.05,225000,346
-118.24,34.05,181300,1823
-118.24,34.04,112500,171
-118.24,34.06,350000,435
-118.24,34.06,87500,1074
-118.24,34.06,162500,3325
-118.25,34.05,350000,2232
-118.25,34.05,275000,1086
-118.25,34.06,287500,1673
-118.26,34.05,500001,41
-118.26,34.04,162500,1051
-118.25,34.06,312500,249
-118.26,34.06,175000,490
-118.26,34.06,131300,1150
-118.26,34.07,185900,2382
-118.26,34.07,165600,995
-118.26,34.07,187500,763
-118.26,34.06,225000,1174
-118.26,34.06,87500,3974
-118.27,34.07,213300,1593
-118.27,34.06,154200,2188
-118.27,34.07,152100,1239
-118.27,34.07,152500,2071
-118.27,34.06,208300,2013
-118.27,34.07,183300,1533
-118.28,34.07,207100,1111
-118.28,34.07,216700,2642
-118.28,34.07,265900,2226
-118.28,34.07,190000,1684
-118.28,34.07,177500,7221
-118.28,34.06,400000,2251
-118.28,34.06,175000,3051
-118.27,34.06,137500,3915
-118.27,34.06,112500,3723
-118.27,34.06,187500,1172
-118.27,34.06,275000,1204
-118.26,34.06,110000,3707
-118.27,34.05,137500,1122
-118.27,34.05,275000,2081
-118.28,34.06,225000,2309
-118.28,34.06,187500,990
-118.28,34.06,162500,3795
-118.27,34.05,325000,2796
-118.27,34.05,225000,1685
-118.28,34.05,275000,2079
-118.28,34.05,162500,2510
-118.28,34.05,158900,2931
-118.28,34.05,162500,2260
-118.28,34.05,212500,1805
-118.27,34.05,112500,1406
-118.27,34.04,118100,2158
-118.27,34.05,225000,751
-118.27,34.05,275000,1194
-118.32,34.07,500001,861
-118.33,34.06,500001,693
-118.33,34.07,500001,813
-118.33,34.07,500001,531
-118.34,34.06,500001,883
-118.34,34.06,432800,707
-118.29,34.08,316700,987
-118.29,34.07,290600,2465
-118.29,34.06,141700,1704
-118.29,34.07,300000,634
-118.29,34.07,253100,2660
-118.29,34.08,300000,3920
-118.3,34.07,230600,1793
-118.3,34.07,237500,7443
-118.3,34.07,282300,2660
-118.3,34.07,281700,2274
-118.31,34.07,305600,2759
-118.31,34.08,350900,1539
-118.31,34.07,445000,2149
-118.32,34.07,500001,967
-118.31,34.06,450000,145
-118.32,34.06,500001,578
-118.32,34.07,404500,1420
-118.32,34.06,500001,457
-118.31,34.07,166700,4533
-118.31,34.06,412500,2535
-118.3,34.07,175000,3296
-118.31,34.07,500001,2919
-118.3,34.06,75000,1749
-118.31,34.06,325000,2326
-118.29,34.07,112500,3727
-118.3,34.07,300000,5840
-118.3,34.06,150000,942
-118.29,34.06,70000,6846
-118.29,34.06,187500,4137
-118.29,34.06,350000,2716
-118.3,34.06,137500,2860
-118.29,34.06,233300,2235
-118.3,34.06,270000,3906
-118.3,34.06,475000,3468
-118.3,34.06,322200,3720
-118.31,34.06,500001,1268
-118.31,34.06,187500,4225
-118.31,34.06,410000,1351
-118.31,34.06,328900,1920
-118.31,34.06,360000,3107
-118.31,34.06,380000,1639
-118.32,34.05,291500,2224
-118.32,34.06,436800,1654
-118.32,34.06,337000,1383
-118.33,34.06,433800,737
-118.33,34.05,257800,1868
-118.33,34.05,226300,1323
-118.33,34.05,171300,1446
-118.32,34.05,327300,976
-118.32,34.05,250000,3480
-118.31,34.05,305800,1578
-118.31,34.05,417600,1161
-118.3,34.05,115600,2028
-118.3,34.05,214300,1605
-118.31,34.05,350000,582
-118.3,34.05,157700,1845
-118.3,34.05,193800,2034
-118.29,34.05,193800,1615
-118.29,34.05,168800,1325
-118.3,34.05,161100,1664
-118.3,34.05,187500,1987
-118.29,34.05,250000,5229
-118.29,34.05,350000,1143
-118.29,34.05,229200,4126
-118.35,34.08,479000,714
-118.35,34.07,500001,1030
-118.35,34.07,500001,894
-118.34,34.07,450000,981
-118.34,34.08,500001,495
-118.34,34.08,500001,688
-118.34,34.07,500001,588
-118.34,34.07,500001,1203
-118.34,34.08,500001,971
-118.35,34.08,175000,1186
-118.36,34.08,225000,1135
-118.36,34.08,175000,848
-118.35,34.07,450000,434
-118.35,34.07,287500,3359
-118.35,34.07,350000,512
-118.35,34.07,500001,1157
-118.36,34.07,355200,777
-118.36,34.07,411100,748
-118.37,34.07,405600,1117
-118.36,34.07,456900,944
-118.37,34.07,486900,899
-118.37,34.07,486400,884
-118.37,34.07,287500,1045
-118.37,34.07,453400,870
-118.37,34.07,474300,468
-118.38,34.08,485000,1739
-118.38,34.07,375000,1897
-118.38,34.07,500001,1510
-118.34,34.07,225000,1594
-118.35,34.06,500001,1768
-118.34,34.06,500001,629
-118.34,34.05,321600,1122
-118.34,34.06,396000,826
-118.34,34.06,327300,768
-118.35,34.06,250000,1164
-118.35,34.06,385000,716
-118.35,34.06,440900,617
-118.35,34.05,328800,1416
-118.35,34.06,400000,1601
-118.36,34.06,355000,1109
-118.36,34.06,500001,921
-118.37,34.06,446000,333
-118.37,34.06,500001,630
-118.38,34.06,362500,991
-118.38,34.06,450000,1676
-118.38,34.06,310000,1987
-118.38,34.06,500000,1183
-118.37,34.05,345300,1159
-118.37,34.04,278500,671
-118.37,34.05,275000,539
-118.37,34.05,296100,1252
-118.37,34.06,470000,832
-118.37,34.05,444300,1121
-118.37,34.05,440900,776
-118.37,34.06,500001,878
-118.36,34.05,322600,728
-118.36,34.05,295200,632
-118.36,34.05,243600,956
-118.36,34.04,242000,462
-118.36,34.05,254700,946
-118.36,34.05,338100,1724
-118.38,34.05,417900,900
-118.39,34.05,474100,724
-118.38,34.05,351000,590
-118.38,34.05,334100,526
-118.38,34.05,333600,458
-118.38,34.05,287500,1133
-118.38,34.05,500001,1632
-118.35,34.05,234100,1533
-118.35,34.05,158000,1374
-118.36,34.05,202100,674
-118.36,34.05,252000,1093
-118.35,34.05,290800,905
-118.34,34.05,213500,1130
-118.34,34.05,140600,723
-118.35,34.05,195800,1065
-118.34,34.05,259400,997
-118.32,34.04,172700,2638
-118.32,34.04,165000,1140
-118.32,34.04,156300,953
-118.33,34.04,192500,955
-118.33,34.05,268500,2300
-118.33,34.04,420000,1004
-118.34,34.05,167100,1369
-118.34,34.04,139700,2042
-118.34,34.04,127100,2140
-118.34,34.04,123200,1835
-118.35,34.04,150700,1672
-118.35,34.04,151600,668
-118.35,34.04,179200,713
-118.36,34.04,139400,993
-118.36,34.04,157000,1052
-118.35,34.04,146800,1019
-118.36,34.03,133500,1017
-118.37,34.03,122200,966
-118.36,34.04,125800,2331
-118.35,34.04,169400,1110
-118.35,34.03,110900,537
-118.35,34.04,138000,1312
-118.34,34.04,171400,987
-118.34,34.03,118800,784
-118.34,34.04,134600,1203
-118.35,34.03,138100,794
-118.33,34.04,161500,1161
-118.33,34.03,183900,1714
-118.33,34.04,251100,1400
-118.32,34.04,151100,1430
-118.32,34.04,168800,1117
-118.32,34.04,176800,544
-118.32,34.03,114000,2221
-118.33,34.03,137500,1911
-118.32,34.03,223200,455
-118.32,34.03,127800,1109
-118.32,34.03,121500,1272
-118.32,34.02,127100,1660
-118.32,34.02,133400,1355
-118.32,34.02,114200,1120
-118.33,34.02,118200,928
-118.33,34.02,125700,933
-118.33,34.03,125000,1552
-118.34,34.02,181000,684
-118.34,34.02,156900,1046
-118.35,34.03,124000,1334
-118.35,34.03,123300,1510
-118.35,34.02,134700,233
-118.35,34.03,125400,1634
-118.36,34.03,143800,1023
-118.36,34.03,113500,1847
-118.36,34.03,120000,1139
-118.36,34.03,125900,1666
-118.36,34.03,120700,2259
-118.37,34.03,140900,811
-118.34,34.03,134100,1151
-118.34,34.02,136600,896
-118.34,34.02,130300,685
-118.34,34.03,130200,765
-118.34,34.03,125000,1349
-118.36,34.02,189700,796
-118.37,34.03,188400,838
-118.37,34.02,193200,981
-118.28,34.05,152500,3013
-118.28,34.04,153400,1857
-118.29,34.04,132500,1224
-118.29,34.05,143800,1426
-118.29,34.04,123700,1945
-118.3,34.04,180000,2080
-118.3,34.05,162500,1227
-118.3,34.05,121900,1765
-118.31,34.05,190600,1768
-118.31,34.05,229200,1513
-118.31,34.05,500000,2543
-118.31,34.04,208300,2390
-118.31,34.04,214600,2070
-118.31,34.03,150000,2114
-118.32,34.03,227800,1194
-118.31,34.04,234600,954
-118.3,34.04,175000,1757
-118.3,34.04,150000,1579
-118.31,34.04,170300,2376
-118.29,34.04,143000,2049
-118.3,34.03,162500,1868
-118.3,34.04,152800,1605
-118.29,34.04,128100,1272
-118.29,34.04,125000,702
-118.29,34.03,136400,2099
-118.28,34.03,151600,953
-118.29,34.03,179200,822
-118.29,34.03,258300,3323
-118.29,34.03,135200,1777
-118.29,34.03,168800,2381
-118.29,34.03,119600,1085
-118.31,34.03,135500,1343
-118.31,34.03,132200,1233
-118.31,34.02,111400,814
-118.31,34.02,105800,931
-118.31,34.02,98100,822
-118.31,34.02,98400,1186
-118.3,34.03,147900,1775
-118.3,34.03,150000,1138
-118.31,34.03,138400,785
-118.3,34.03,187500,2586
-118.31,34.03,156600,1479
-118.31,34.02,127100,1333
-118.31,34.02,112100,1409
-118.3,34.02,116800,1522
-118.29,34.02,141300,1526
-118.3,34.02,137500,2474
-118.3,34.02,119300,1522
-118.28,34.02,500001,2690
-118.27,34.03,175000,948
-118.27,34.03,125000,1560
-118.28,34.04,162500,890
-118.28,34.04,160200,1932
-118.28,34.04,200000,2390
-118.28,34.04,180000,1880
-118.28,34.05,275000,1754
-118.28,34.03,147500,3121
-118.28,34.03,164600,2195
-118.28,34.04,162500,1772
-118.27,34.02,127300,3050
-118.28,34.02,38800,470
-118.27,34.02,187500,662
-118.28,34.03,350000,2821
-118.28,34.03,225000,1193
-118.25,34.02,158300,356
-118.24,34.03,312500,137
-118.26,34.03,100000,287
-118.25,34.03,124000,1655
-118.25,34.02,130700,1698
-118.26,34.02,123100,1308
-118.26,34.02,136500,1786
-118.26,34.02,126400,1499
-118.26,34.02,117700,2173
-118.26,34.02,96200,1859
-118.26,34.02,114800,1607
-118.26,34.02,109600,1428
-118.26,34.02,119500,1046
-118.25,34.02,114300,2239
-118.25,34.02,100800,2564
-118.25,34.01,90300,596
-118.25,34.02,119900,1792
-118.24,34.02,90600,571
-118.24,34.01,107500,485
-118.24,34.01,99200,2098
-118.25,34.01,100800,1952
-118.24,34.01,127500,376
-118.25,34.01,93400,1030
-118.25,34.01,99300,1034
-118.25,34.01,107200,1412
-118.25,34.01,100500,1980
-118.25,34.01,110200,1280
-118.26,34.01,118800,749
-118.26,34.01,115800,1628
-118.26,34.01,99600,2824
-118.27,34.01,126800,1167
-118.26,34.01,118300,1010
-118.27,34.02,97200,1505
-118.27,34.01,116100,1784
-118.27,34.01,129200,2106
-118.27,34.01,114100,881
-118.27,34.01,113300,1745
-118.27,34.0,103800,1707
-118.27,34.0,107400,1834
-118.27,34.0,95800,888
-118.26,34.01,108200,2624
-118.26,34.0,104200,1776
-118.25,34.0,105800,1112
-118.25,34.0,105000,1267
-118.25,34.0,102900,1292
-118.25,34.0,90400,1721
-118.25,34.0,95800,2194
-118.24,34.0,87500,716
-118.24,34.0,95000,788
-118.25,34.0,101300,1696
-118.24,34.0,108200,1714
-118.24,33.99,98600,504
-118.24,33.99,88200,1803
-118.25,33.99,98500,2496
-118.25,33.99,107900,1362
-118.26,34.0,91900,1457
-118.26,34.0,103400,2484
-118.27,34.0,101500,2311
-118.27,34.0,110800,1213
-118.27,34.0,106900,1276
-118.26,33.99,95000,1916
-118.26,33.99,103500,1807
-118.27,33.99,100000,529
-118.27,33.99,100000,1153
-118.27,33.99,97100,1783
-118.28,34.01,162500,621
-118.28,34.02,156300,1510
-118.29,34.01,143800,799
-118.3,34.01,122300,3298
-118.3,34.02,103800,1768
-118.29,34.02,118800,2044
-118.3,34.02,108000,2327
-118.3,34.01,111700,818
-118.31,34.01,109400,912
-118.31,34.02,116900,727
-118.31,34.02,115200,1568
-118.31,34.01,117100,1246
-118.31,34.02,108800,1227
-118.31,34.01,121000,1357
-118.31,34.01,123200,1417
-118.31,34.01,123700,1303
-118.29,34.01,123200,511
-118.29,34.01,125000,2247
-118.3,34.0,116000,1206
-118.3,34.01,136200,1271
-118.3,34.01,134400,1154
-118.28,34.01,132000,2450
-118.28,34.0,114100,1992
-118.29,34.0,112500,1509
-118.29,34.01,137500,1010
-118.29,34.01,142500,1730
-118.28,34.01,122900,3080
-118.28,34.0,103600,880
-118.28,34.01,131300,1118
-118.28,34.01,126600,775
-118.28,34.0,118800,3612
-118.28,34.0,119200,1295
-118.28,34.0,112500,890
-118.28,34.0,124000,2182
-118.28,34.0,96100,1353
-118.29,34.0,105800,1165
-118.29,34.0,111700,1731
-118.29,34.0,128600,898
-118.3,34.0,134600,859
-118.3,34.0,116100,1080
-118.29,34.0,109600,1558
-118.3,34.0,116400,982
-118.3,34.0,111600,853
-118.31,34.0,129100,939
-118.3,34.0,128000,1026
-118.31,34.0,120000,1413
-118.31,34.0,122500,1751
-118.31,34.0,116400,1329
-118.31,33.99,101400,1363
-118.31,33.99,126600,982
-118.31,33.99,104800,791
-118.31,33.99,100000,789
-118.29,33.99,114800,1766
-118.3,33.99,96500,1903
-118.3,33.99,101100,1903
-118.28,33.99,98300,2446
-118.29,33.99,103400,2067
-118.28,33.99,101900,1363
-118.28,33.99,95000,1861
-118.28,33.99,99300,1153
-118.32,34.01,128000,1498
-118.32,34.02,194300,672
-118.32,34.02,189700,823
-118.32,34.01,157700,817
-118.32,34.01,123400,1079
-118.33,34.02,182600,968
-118.33,34.01,193000,653
-118.33,34.02,181100,869
-118.32,34.01,165800,1622
-118.33,34.01,187500,956
-118.33,34.01,188500,786
-118.33,34.01,181300,878
-118.32,34.0,112600,2300
-118.32,34.0,120900,1097
-118.33,34.0,121500,895
-118.33,34.0,133300,416
-118.33,34.0,151600,529
-118.32,33.99,98700,1074
-118.32,33.99,114200,889
-118.33,33.99,126500,1041
-118.33,33.99,149600,777
-118.34,33.99,170500,919
-118.32,33.99,115200,791
-118.32,33.99,108900,735
-118.33,33.99,122500,1598
-118.34,33.99,140300,662
-118.32,33.98,114700,574
-118.32,33.98,104300,791
-118.32,33.98,101000,864
-118.32,33.98,103300,921
-118.33,33.98,113900,3121
-118.33,33.98,108900,1472
-118.33,33.98,149100,2153
-118.34,33.99,140400,1170
-118.34,33.98,149000,1292
-118.35,33.99,180100,927
-118.35,33.98,207600,1082
-118.34,33.99,166700,250
-118.32,33.98,108600,861
-118.32,33.97,138800,795
-118.32,33.98,118600,901
-118.33,33.98,118500,2739
-118.33,33.97,158800,1423
-118.33,33.97,156400,922
-118.36,34.02,195800,1502
-118.36,34.01,350400,1214
-118.37,34.02,246800,900
-118.38,34.02,140600,819
-118.33,34.02,170500,625
-118.34,34.01,312500,655
-118.34,34.01,106300,1941
-118.34,34.01,266700,1407
-118.34,34.02,187800,608
-118.35,34.02,167900,2725
-118.35,34.02,118800,3538
-118.35,34.02,87500,2415
-118.35,34.01,353200,1585
-118.35,34.01,332100,1583
-118.35,34.0,301000,1162
-118.28,33.99,100000,1128
-118.28,33.99,103000,1673
-118.29,33.99,108900,857
-118.29,33.98,108300,1422
-118.29,33.99,112900,1153
-118.3,33.99,98200,1159
-118.3,33.99,94500,1231
-118.3,33.98,93300,902
-118.3,33.99,91400,1484
-118.31,33.98,111700,234
-118.31,33.99,108000,694
-118.31,33.98,96500,1062
-118.31,33.98,96600,900
-118.31,33.98,106600,1090
-118.31,33.98,112200,1043
-118.32,33.98,119800,1052
-118.29,33.98,97200,1348
-118.29,33.98,93100,783
-118.3,33.98,94000,986
-118.3,33.98,95800,1208
-118.3,33.98,102400,1176
-118.3,33.98,95200,811
-118.29,33.98,100000,2542
-118.29,33.98,110000,786
-118.28,33.98,92200,1332
-118.28,33.98,93000,782
-118.28,33.98,92300,1382
-118.28,33.98,121400,726
-118.29,33.98,100000,1207
-118.28,33.97,102600,1091
-118.28,33.97,107000,2063
-118.28,33.97,100000,1978
-118.29,33.97,107300,2133
-118.3,33.97,98500,1140
-118.3,33.97,99800,1074
-118.3,33.97,124100,567
-118.3,33.97,119400,1000
-118.31,33.97,124200,823
-118.31,33.97,125800,1156
-118.31,33.97,142600,819
-118.31,33.97,136100,819
-118.31,33.94,131700,751
-118.3,33.95,120000,892
-118.31,33.95,131000,1065
-118.31,33.95,133500,1095
-118.31,33.95,149600,1305
-118.31,33.94,142000,1132
-118.31,33.96,121000,1266
-118.31,33.96,131800,1316
-118.31,33.96,136300,870
-118.31,33.96,138700,1020
-118.29,33.97,134200,1319
-118.29,33.96,113200,902
-118.3,33.96,109500,1095
-118.3,33.96,136300,1524
-118.28,33.96,98400,1241
-118.28,33.96,102100,1913
-118.28,33.97,99000,2782
-118.29,33.96,116300,3707
-118.3,33.96,117400,1161
-118.31,33.96,127400,1167
-118.31,33.96,140400,1077
-118.31,33.96,140300,1134
-118.26,33.99,97500,1966
-118.27,33.98,101500,2028
-118.28,33.99,104000,1098
-118.27,33.99,101800,730
-118.28,33.98,97500,1100
-118.27,33.98,99200,1502
-118.27,33.98,97000,1933
-118.27,33.98,92500,2177
-118.26,33.98,98200,854
-118.26,33.97,98200,1120
-118.26,33.97,96300,1031
-118.26,33.97,100600,1100
-118.26,33.97,95700,880
-118.27,33.97,96800,1186
-118.28,33.97,90100,2464
-118.27,33.97,101400,2601
-118.28,33.97,97300,2110
-118.27,33.96,86400,1073
-118.27,33.96,92600,697
-118.28,33.96,99100,1640
-118.26,33.97,94200,1168
-118.26,33.96,95300,1222
-118.26,33.96,94000,902
-118.26,33.97,90600,1144
-118.27,33.97,90100,1310
-118.27,33.96,91700,999
-118.27,33.96,90900,1083
-118.27,33.95,97900,1154
-118.26,33.95,95100,1240
-118.26,33.95,94400,1088
-118.26,33.96,100000,1256
-118.26,33.96,89800,1243
-118.28,33.96,96700,1581
-118.28,33.95,94800,2150
-118.28,33.96,101300,1167
-118.28,33.96,99100,697
-118.5,34.05,500001,414
-118.53,34.09,500001,1925
-118.52,34.05,500001,709
-118.52,34.04,500001,819
-118.57,34.09,500001,2926
-118.54,34.05,500001,2540
-118.55,34.04,500001,617
-118.56,34.03,500001,662
-118.56,34.06,500001,761
-118.54,34.06,500001,1493
-118.55,34.03,500001,3646
-118.52,34.04,500001,368
-118.52,34.04,500001,761
-118.53,34.04,500001,735
-118.53,34.03,500001,1551
-118.5,34.05,500001,1461
-118.55,33.99,500001,928
-118.51,34.04,500001,1660
-118.47,34.06,500001,419
-118.47,34.06,500001,916
-118.48,34.05,500001,1282
-118.49,34.05,500001,632
-118.47,34.06,500001,2937
-118.46,34.06,500001,2202
-118.47,34.05,500001,1229
-118.46,34.05,337500,1719
-118.46,34.05,387500,1489
-118.47,34.05,500001,2048
-118.47,34.05,500001,1725
-118.48,34.05,500001,751
-118.49,34.05,500001,415
-118.42,34.08,500001,410
-118.43,34.07,500001,949
-118.43,34.07,500001,1251
-118.44,34.07,500001,1322
-118.44,34.07,500001,1257
-118.44,34.06,500001,1763
-118.44,34.07,350000,965
-118.44,34.06,500001,282
-118.45,34.07,350000,3806
-118.45,34.07,350000,3751
-118.45,34.06,500000,2667
-118.46,34.06,500001,482
-118.46,34.07,500001,808
-118.46,34.07,500001,850
-118.46,34.07,500001,913
-118.44,34.06,500001,2609
-118.44,34.05,500001,1886
-118.44,34.05,500000,798
-118.44,34.05,316700,2269
-118.43,34.06,500001,911
-118.43,34.06,500001,601
-118.43,34.05,500001,1581
-118.44,34.06,500001,1649
-118.42,34.06,500001,1077
-118.43,34.06,500001,523
-118.43,34.06,500001,1122
-118.43,34.06,500001,1675
-118.42,34.06,500001,291
-118.42,34.06,500001,640
-118.42,34.05,500001,1698
-118.43,34.05,500001,727
-118.43,34.05,477300,1613
-118.44,34.05,305000,2492
-118.44,34.05,500001,1588
-118.43,34.04,494700,962
-118.45,34.05,181300,936
-118.45,34.04,283300,1848
-118.45,34.04,277500,2031
-118.46,34.05,410000,3136
-118.45,34.05,275000,2103
-118.46,34.04,337500,1820
-118.47,34.04,268800,2719
-118.45,34.04,393800,1837
-118.46,34.04,325000,1390
-118.46,34.04,360000,1558
-118.46,34.04,420800,1404
-118.46,34.04,348100,1632
-118.45,34.04,360200,1435
-118.45,34.03,300000,520
-118.45,34.03,336300,931
-118.44,34.04,225000,14
-118.44,34.04,350000,3
-118.44,34.04,347800,1535
-118.43,34.04,485100,735
-118.42,34.04,409800,639
-118.43,34.04,427500,1115
-118.41,34.05,500001,3026
-118.42,34.05,500001,1124
-118.42,34.05,500001,981
-118.4,34.05,500001,1518
-118.4,34.04,500001,720
-118.4,34.04,500001,420
-118.4,34.03,500001,871
-118.41,34.03,500001,994
-118.41,34.04,500001,228
-118.39,34.05,412500,1047
-118.39,34.05,500001,1253
-118.4,34.05,500001,859
-118.39,34.05,460000,1139
-118.41,34.04,500001,681
-118.41,34.04,500001,800
-118.41,34.03,500001,1234
-118.42,34.04,500001,771
-118.42,34.04,500001,574
-118.39,34.04,500001,834
-118.39,34.04,461300,635
-118.4,34.04,500001,1398
-118.4,34.05,500001,394
-118.39,34.05,500001,577
-118.38,34.04,207700,1794
-118.38,34.04,254200,2120
-118.38,34.04,340400,254
-118.38,34.04,309100,2054
-118.38,34.04,271600,1665
-118.39,34.04,237500,85
-118.39,34.04,340400,666
-118.39,34.04,308300,669
-118.39,34.03,232500,1161
-118.39,34.03,319400,1890
-118.4,34.03,319400,491
-118.4,34.03,372800,520
-118.41,34.03,327300,2435
-118.4,34.02,300000,3870
-118.4,34.02,184400,397
-118.41,34.03,366700,1764
-118.41,34.02,281300,1322
-118.41,34.02,320000,3390
-118.39,34.03,55000,746
-118.4,34.03,275000,3397
-118.38,34.03,222100,1756
-118.39,34.03,230900,1237
-118.37,34.04,202800,514
